uniProtID,accession,label,existence,species,history
YYDF_BACSU,Q45596,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '2009-04-14', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 76, 'sequenceVersion': 1}"
RAPH_BACSU,Q59HN8,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-11-24', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2009-11-24', 'entryVersion': 73, 'sequenceVersion': 2}"
YTTA_BACSU,Q795Q5,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '2009-04-14', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2009-04-14', 'entryVersion': 73, 'sequenceVersion': 2}"
SSPJ_BACSU,Q7WY58,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2004-02-16', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 69, 'sequenceVersion': 3}"
SSPG_BACSU,Q7WY59,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2004-02-16', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 59, 'sequenceVersion': 3}"
SSPM_BACSU,Q7WY65,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2004-02-16', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2003-10-01', 'entryVersion': 63, 'sequenceVersion': 1}"
SSPL_BACSU,Q7WY66,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2004-02-16', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2003-10-01', 'entryVersion': 65, 'sequenceVersion': 1}"
GERT_BACSU,Q7WY67,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2004-02-16', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2003-10-01', 'entryVersion': 79, 'sequenceVersion': 1}"
SSPN_BACSU,Q7WY69,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '2004-02-16', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2009-07-07', 'entryVersion': 74, 'sequenceVersion': 2}"
YIZA_BACSU,Q7WY73,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2004-03-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2003-10-01', 'entryVersion': 88, 'sequenceVersion': 1}"
SSPK_BACSU,Q7WY75,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2004-02-02', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 81, 'sequenceVersion': 3}"
BACC_BACIU,Q8KWT4,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2005-08-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2002-10-01', 'entryVersion': 66, 'sequenceVersion': 1}"
DEGQ_BACSU,Q99039,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1995-02-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1995-02-01', 'entryVersion': 97, 'sequenceVersion': 1}"
EXUR_BACSU,Q9JMQ1,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2000-10-01', 'entryVersion': 116, 'sequenceVersion': 1}"
FENF_BACIU,Q9R9J2,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-09-22', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2000-05-01', 'entryVersion': 70, 'sequenceVersion': 1}"
YVRJ_BACSU,C0H3R5,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '2009-07-07', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2009-05-05', 'entryVersion': 46, 'sequenceVersion': 1}"
YDHK_BACSU,O05503,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-07-01', 'entryVersion': 96, 'sequenceVersion': 1}"
YVDT_BACSU,O07001,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-07-01', 'entryVersion': 132, 'sequenceVersion': 1}"
YHAI_BACSU,O07517,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2003-07-25', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-07-01', 'entryVersion': 110, 'sequenceVersion': 1}"
YHAZ_BACSU,O07541,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '2009-12-15', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-07-01', 'entryVersion': 110, 'sequenceVersion': 1}"
YHEA_BACSU,O07542,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2005-01-04', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-07-01', 'entryVersion': 109, 'sequenceVersion': 1}"
YHJQ_BACSU,O07571,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-12-15', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-07-01', 'entryVersion': 107, 'sequenceVersion': 1}"
YWIB_BACSU,O07624,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-07-01', 'entryVersion': 97, 'sequenceVersion': 1}"
YESE_BACSU,O31511,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 115, 'sequenceVersion': 1}"
YESU_BACSU,O31524,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2003-07-03', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 108, 'sequenceVersion': 1}"
YESV_BACSU,O31525,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '2009-03-03', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 77, 'sequenceVersion': 1}"
YFHS_BACSU,O31585,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '2009-04-14', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 74, 'sequenceVersion': 1}"
YJBK_BACSU,O31609,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 105, 'sequenceVersion': 1}"
YJCQ_BACSU,O31639,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 92, 'sequenceVersion': 1}"
YJCS_BACSU,O31641,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-04-14', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 97, 'sequenceVersion': 1}"
YJDB_BACSU,O31643,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '2010-01-19', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 87, 'sequenceVersion': 1}"
YKVR_BACSU,O31683,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 94, 'sequenceVersion': 1}"
YKVU_BACSU,O31686,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2005-01-04', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 101, 'sequenceVersion': 1}"
YKZF_BACSU,O31697,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2003-07-25', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 90, 'sequenceVersion': 1}"
YKUL_BACSU,O31698,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 110, 'sequenceVersion': 1}"
YMZC_BACSU,O31797,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2003-07-25', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 93, 'sequenceVersion': 1}"
YNZH_BACSU,O31802,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2002-04-16', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 78, 'sequenceVersion': 1}"
YNDB_BACSU,O31806,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 98, 'sequenceVersion': 1}"
YOBA_BACSU,O31835,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2003-07-25', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 95, 'sequenceVersion': 1}"
YOJF_BACSU,O31858,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 96, 'sequenceVersion': 1}"
YOZE_BACSU,O31864,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2005-07-19', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 109, 'sequenceVersion': 1}"
YORR_BACSU,O31896,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 94, 'sequenceVersion': 1}"
YORP_BACSU,O31898,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 82, 'sequenceVersion': 1}"
YOPK_BACSU,O31927,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 93, 'sequenceVersion': 1}"
YONK_BACSU,O31947,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 84, 'sequenceVersion': 1}"
YOMS_BACSU,O31965,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 77, 'sequenceVersion': 1}"
YOLA_BACSU,O31994,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 82, 'sequenceVersion': 1}"
YQZG_BACSU,O32019,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 79, 'sequenceVersion': 1}"
YUAD_BACSU,O32079,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 100, 'sequenceVersion': 1}"
YUEI_BACSU,O32092,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 95, 'sequenceVersion': 1}"
YUIC_BACSU,O32108,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-11-24', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 93, 'sequenceVersion': 1}"
YVGO_BACSU,O32211,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '2003-02-22', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 88, 'sequenceVersion': 1}"
YWMB_BACSU,O32277,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 91, 'sequenceVersion': 1}"
YFLH_BACSU,O34306,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-07-07', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 88, 'sequenceVersion': 1}"
YTPP_BACSU,O34357,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 138, 'sequenceVersion': 1}"
YTMB_BACSU,O34365,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1998-12-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 103, 'sequenceVersion': 1}"
YOPX_BACSU,O34401,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 81, 'sequenceVersion': 1}"
YJFB_BACSU,O34438,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '2009-07-07', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 75, 'sequenceVersion': 1}"
YLBP_BACSU,O34468,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2006-04-18', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2009-06-16', 'entryVersion': 106, 'sequenceVersion': 2}"
YOPT_BACSU,O34498,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 88, 'sequenceVersion': 1}"
YTCD_BACSU,O34533,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 127, 'sequenceVersion': 1}"
YFKD_BACSU,O34579,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '2009-07-07', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 84, 'sequenceVersion': 1}"
YKUJ_BACSU,O34588,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 96, 'sequenceVersion': 1}"
YFMB_BACSU,O34626,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2003-07-25', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 101, 'sequenceVersion': 1}"
YJLC_BACSU,O34633,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '2009-12-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 82, 'sequenceVersion': 1}"
YDJO_BACSU,O34759,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-05-26', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 78, 'sequenceVersion': 1}"
YKOL_BACSU,O34763,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '2003-02-22', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 86, 'sequenceVersion': 1}"
YOEB_BACSU,O34841,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2003-07-25', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2009-06-16', 'entryVersion': 88, 'sequenceVersion': 2}"
YJGB_BACSU,O34960,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2003-07-25', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 87, 'sequenceVersion': 1}"
YKUI_BACSU,O35014,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 111, 'sequenceVersion': 1}"
COTC_BACSU,P07790,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1988-08-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1988-08-01', 'entryVersion': 93, 'sequenceVersion': 1}"
YYCE_BACSU,P37479,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1994-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1994-10-01', 'entryVersion': 114, 'sequenceVersion': 1}"
YYCC_BACSU,P37481,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '1994-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2009-04-14', 'entryVersion': 90, 'sequenceVersion': 2}"
YYBR_BACSU,P37486,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1994-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1994-10-01', 'entryVersion': 123, 'sequenceVersion': 1}"
YYBH_BACSU,P37496,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1994-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1994-10-01', 'entryVersion': 110, 'sequenceVersion': 1}"
YABO_BACSU,P37557,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1994-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1994-10-01', 'entryVersion': 113, 'sequenceVersion': 1}"
YACP_BACSU,P37574,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1994-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1994-10-01', 'entryVersion': 105, 'sequenceVersion': 1}"
YPFA_BACSU,P38491,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1994-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1994-10-01', 'entryVersion': 105, 'sequenceVersion': 1}"
COMFB_BACSU,P39146,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1995-02-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1995-02-01', 'entryVersion': 91, 'sequenceVersion': 1}"
YWLG_BACSU,P39157,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '1995-02-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1995-02-01', 'entryVersion': 111, 'sequenceVersion': 1}"
YWDI_BACSU,P39617,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '1995-02-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1995-02-01', 'entryVersion': 99, 'sequenceVersion': 1}"
YVYC_BACSU,P39737,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1995-02-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1995-02-01', 'entryVersion': 119, 'sequenceVersion': 1}"
YDJM_BACSU,P40775,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '1995-02-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2000-05-30', 'entryVersion': 102, 'sequenceVersion': 2}"
YXAF_BACSU,P42105,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1995-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2009-07-28', 'entryVersion': 138, 'sequenceVersion': 2}"
YSLB_BACSU,P42955,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1995-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1995-11-01', 'entryVersion': 106, 'sequenceVersion': 1}"
YPJD_BACSU,P42979,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1995-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1995-11-01', 'entryVersion': 115, 'sequenceVersion': 1}"
YQAI_BACSU,P45906,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1995-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 113, 'sequenceVersion': 2}"
YQBF_BACSU,P45922,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1995-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1995-11-01', 'entryVersion': 103, 'sequenceVersion': 1}"
YQBN_BACSU,P45930,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1995-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2010-04-20', 'entryVersion': 103, 'sequenceVersion': 2}"
YPPE_BACSU,P50833,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 110, 'sequenceVersion': 1}"
YPSA_BACSU,P50838,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 116, 'sequenceVersion': 1}"
YPJQ_BACSU,P54173,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 124, 'sequenceVersion': 1}"
XKDH_BACSU,P54328,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 98, 'sequenceVersion': 1}"
XKDM_BACSU,P54332,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 104, 'sequenceVersion': 1}"
XKDW_BACSU,P54342,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 103, 'sequenceVersion': 1}"
CSGA_BACSU,P54379,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 93, 'sequenceVersion': 1}"
YPMB_BACSU,P54396,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 113, 'sequenceVersion': 1}"
YQEN_BACSU,P54459,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 115, 'sequenceVersion': 1}"
YQEY_BACSU,P54464,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 128, 'sequenceVersion': 1}"
YQGQ_BACSU,P54494,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 111, 'sequenceVersion': 1}"
YQJZ_BACSU,P54563,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 115, 'sequenceVersion': 1}"
YQKK_BACSU,P54573,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 93, 'sequenceVersion': 1}"
YXEA_BACSU,P54940,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 116, 'sequenceVersion': 1}"
YXEE_BACSU,P54944,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 98, 'sequenceVersion': 1}"
YXEF_BACSU,P54945,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 112, 'sequenceVersion': 1}"
YXEI_BACSU,P54948,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2009-07-28', 'entryVersion': 119, 'sequenceVersion': 2}"
YXEQ_BACSU,P54956,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2009-07-28', 'entryVersion': 105, 'sequenceVersion': 2}"
YBBA_BACSU,P55192,0,Evidence at transcript level,Bacillus subtilis,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2009-03-24', 'entryVersion': 111, 'sequenceVersion': 3}"
SCP1_BACSU,P68575,0,Evidence at protein level,Bacillus subtilis,"{'firstPublicDate': '2004-12-07', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2004-12-07', 'entryVersion': 63, 'sequenceVersion': 1}"
